F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut
0.0533669923120631,2.0185086292982777,1.2613350839866354e+17,0.15125615243803942,4921.6100341373185,153.88488678802844,4.853909522413119e-20,False
0.0533669923120631,2.1643806405415296,1.1763253208671634e+17,0.1621870143867065,4589.9099898905015,176.9302250705243,6.416582728608992e-20,False
0.0533669923120631,2.3207944168063896,1.0970449312641941e+17,0.1739078193625821,4280.565418464607,203.4267639721311,8.482344741484655e-20,False
0.05722367659350217,1.7555958671075653,1.4989619314302394e+17,0.13059218719113508,5848.807486746392,114.71078791767698,2.5620034783449213e-20,False
0.05722367659350217,1.8824679033962335,1.3979369141023768e+17,0.14002972177569054,5454.617437415319,131.88953085593516,3.3868178205372445e-20,False
0.05722367659350217,2.0185086292982777,1.3037206448234765e+17,0.15014928076729822,5086.994478101097,151.6409107213371,4.477173839326225e-20,False
0.06135907273413173,1.637274581438864,1.661298606043316e+17,0.12089946321981551,6482.229815854196,98.31473589357111,1.7876392208528888e-20,False
0.06135907273413173,1.7555958671075653,1.5493326401684243e+17,0.1296365315692508,6045.349221531822,113.03805534431422,2.363153844657184e-20,False
0.06135907273413173,1.8824679033962335,1.444912805656488e+17,0.13900500357681414,5637.912917078445,129.9662948782817,3.123950307408029e-20,False
0.06579332246575682,1.5269277544167075,1.8412162447701962e+17,0.11192614597568928,7184.251401805648,84.2622343485197,1.2473261691260247e-20,False
0.06579332246575682,1.637274581438864,1.717124432208439e+17,0.12001473761567426,6700.056902174413,96.88109339005386,1.6488917885261878e-20,False
0.07054802310718646,1.4240179342179007,2.040618855438485e+17,0.1036188401448423,7962.301502811661,72.21831064156002,8.70322464420039e-21,False
0.07054802310718646,1.5269277544167075,1.9030879742949363e+17,0.1111070858700418,7425.6690304154445,83.0335078559404,1.1505150781512116e-20,False
0.07564633275546291,1.3280438914733432,2.26161664877707e+17,0.09592811348381873,8824.613961274054,61.89587105356044,6.07267939070747e-21,False
0.07564633275546291,1.4240179342179007,2.1091912560163075e+17,0.10286057175798533,8229.864515236573,71.16521073006732,8.02772476801781e-21,False
0.08111308307896872,1.2385381779958555,2.5065483700661686e+17,0.08880820267531676,9780.314339768976,53.048857269644685,4.2372151116307685e-21,False
0.08111308307896872,1.3280438914733432,2.3376153990483882e+17,0.09522612477439167,9121.153886838496,60.99329474363001,5.601349010966794e-21,False
0.08697490026177834,1.15506485004158,2.778006049291631e+17,0.0822167410156618,10839.516493804853,45.46638103178053,2.95651898397694e-21,False
0.08697490026177834,1.2385381779958555,2.5907777392312067e+17,0.08815831649160587,10108.96936071827,52.27528964670858,3.908344101140091e-21,False
0.093260334688322,1.0772173450159421,3.078862431726052e+17,0.07611450631367364,12013.429603351871,38.96769714792572,2.0629126141419577e-21,False
0.093260334688322,1.15506485004158,2.871357408420725e+17,0.08161509023965004,11203.764655631907,44.80338239036799,2.727049070323878e-21,False
0.1,1.0046165012825232,3.412301379225302e+17,0.0704651875008114,13314.476795821689,33.39789502821994,1.4393983183093226e-21,False
0.1,1.0772173450159421,3.1823236868397414e+17,0.07555751084993163,12417.125621782267,38.399463440255175,1.9027998660059016e-21,False
0.10722672220103231,0.9369087114301918,3.781851563967155e+17,0.06523516856382092,14756.426615844357,28.62420604640156,1.004340903511068e-21,False
0.10722672220103231,1.0046165012825232,3.526967425971309e+17,0.06994953297330342,13761.892849973074,32.91088113955635,1.3276795674388296e-21,False
0.11497569953977356,0.8737642000038418,4.1914238112015494e+17,0.06039332851418477,16354.538733143016,24.53283870419186,7.007793726271817e-22,False
0.11497569953977356,0.9369087114301918,3.9089358745325856e+17,0.06475778659386175,15252.29755926043,28.206802917108913,9.2638908867208e-22,False
0.12328467394420659,0.8148754173103221,4.645352486198187e+17,0.05591085620410347,18125.72543048361,21.026266157749248,4.889691611513007e-22,False
0.12328467394420659,0.8737642000038418,4.332271276080716e+17,0.059951378462192666,16904.11220115531,24.175096601966864,6.46388454456821e-22,False
0.13219411484660287,0.8148754173103221,4.8014536467161395e+17,0.055501708266504315,18734.8173741703,20.719657503613742,4.51017870529967e-22,False
